url,post_id,description,create_time,digg_count,share_count,collect_count,comment_count,play_count,video_duration,hashtags,profile_username,profile_biography,profile_followers,is_verified,discovery_input.search_keyword,offical_item,original_item,music.authorname,music.original,music.title,region,timestamp,destination,description_clean,locations_mentioned,location_types_mentioned,classifiers_mentioned
https://www.tiktok.com/@alinabadrudin/video/7631556131969666326,7631556131969666326,"I fear Nando’s will never taste the same 😭 #lisbon #solotravel 
Experience a solo traveler's first lunch in Lisbon, Portugal, as they share their poignant first Nando's experience. Will it live up to expectations? #lisbon #solotravel
Embarking on a solo adventure in Lisbon, Portugal, this traveler shares a deeply personal moment: their first solo lunch in the country. The chosen eatery, Nando's, holds a special significance, prompting an emotional reflection with a poignant ""I fear Nando’s will never taste the same 😭"" The accompanying sticker text ""first solo lunch in Portugal 🇵🇹"" further emphasizes the milestone of this experience. This video captures the essence of solo travel, from the excitement of new culinary discoveries to the introspective moments that come with navigating a foreign land alone.",2026-04-22 12:15:33+00:00,59400,826.0,4213,247,569000,177.0,"['lisbon', 'solotravel']",Alina,"Vlogs • Beauty • Food 
 ❤️
contact@alinabadrudin.com",119500,False,#lisbontravel,False,False,Alina,True,original sound,PT,2026-07-21 10:37:17.446000+00:00,lisbon,"i fear nando’s will never taste the same 😭 lisbon solotravel  experience a solo traveler's first lunch in lisbon, portugal, as they share their poignant first nando's experience. will it live up to expectations? lisbon solotravel embarking on a solo adventure in lisbon, portugal, this traveler shares a deeply personal moment: their first solo lunch in the country. the chosen eatery, nando's, holds a special significance, prompting an emotional reflection with a poignant ""i fear nando’s will never taste the same 😭"" the accompanying sticker text ""first solo lunch in portugal 🇵🇹"" further emphasizes the milestone of this experience. this video captures the essence of solo travel, from the excitement of new culinary discoveries to the introspective moments that come with navigating a foreign land alone.",[],[],[]
https://www.tiktok.com/@suitelifeoflauren/video/7639377582923844894,7639377582923844894,"I planned your entire 48-hour Lisbon itinerary, ur welcome ✨ #lisbonportugal #portugalitinerary #portugaltravel #eurosummer #travelcreator ",2026-05-13 14:06:54+00:00,2278,330.0,1910,27,46100,68.0,"['lisbonportugal', 'portugalitinerary', 'portugaltravel', 'eurosummer', 'travelcreator']",Lauren Karwoski,"nomad traveling full-time | 3 years & counting
On Brand on @NBC & @Peacock  
54 countries 🌎 
collabs@thesuitelifeoflauren.com",109400,False,#lisbontravel,False,False,Emily,True,original sound,ZA,2026-07-21 10:37:17.511000+00:00,lisbon,"i planned your entire 48-hour lisbon itinerary, ur welcome ✨ lisbonportugal portugalitinerary portugaltravel eurosummer travelcreator",[],[],[]
https://www.tiktok.com/@heeral.kakkad/video/7647610856905133333,7647610856905133333,"or like any other city ahhahaha #lisbon #shouldimovehere #traveltok 
Quick, candid first impressions after arriving in Lisbon — what surprised me, vibes, and questions to consider before moving. #lisbon #shouldimovehere #traveltok
Lead
Just landed in Lisbon and within ten minutes I’m already asking: Should I move here? These rapid first impressions capture the city’s immediate vibe, sensory surprises, and the questions anyone considering relocation should ask after a short visit.

First impressions: vibe and atmosphere
Lisbon feels instantly welcoming and energetic. Cobblestone streets, colorful tiled facades, and trams give the city a distinctive aesthetic that many find charming right away. The mood is relaxed but lively — cafés, outdoor terraces, and people enjoying the sun create an easygoing urban rhythm.

What surprised me most
- Architecture and streets: The tiled buildings and narrow alleys are photogenic and give Lisbon strong character.
- Public transport feel: Trams and funiculars add local flavor and make short trips feel memorable.
- Street life: Outdoor cafés and small shops make the city feel lived-in and sociable almost immediately.

Questions to consider before moving
- Can I handle the hilly terrain and cobblestones daily?
- Is the local job market or remote-work setup compatible with my career?
- What are housing costs and availability in neighborhoods I like?
- How important is proximity to beaches, nightlife, or quiet residential areas?

Quick tips for a short visit that informs a move
- Spend time in multiple neighborhoods to compare vibes.
- Try local cafés and markets to get a feel for everyday life.
- Use public transport and walk the hills to test daily logistics.
- Check short-term rentals first to explore before committing.

Close / Call-to-action
If Lisbon charms you within minutes, it’s worth a longer visit to answer practical questions about work, housing, and daily life. Curious which Lisbon neighborhoods fit your style? Comment what matters most to you — beaches, nightlife, cost, or calm — and use that to plan your next visit.",2026-06-04 18:36:09+00:00,249,21.0,5,4,8966,7.0,"['lisbon', 'shouldimovehere', 'traveltok']",heeral,21,887,False,#lisbontravel,False,False,Rod,True,Should I move here,GB,2026-07-21 10:37:17.741000+00:00,lisbon,"or like any other city ahhahaha lisbon shouldimovehere traveltok  quick, candid first impressions after arriving in lisbon — what surprised me, vibes, and questions to consider before moving. lisbon shouldimovehere traveltok lead just landed in lisbon and within ten minutes i’m already asking: should i move here? these rapid first impressions capture the city’s immediate vibe, sensory surprises, and the questions anyone considering relocation should ask after a short visit.  first impressions: vibe and atmosphere lisbon feels instantly welcoming and energetic. cobblestone streets, colorful tiled facades, and trams give the city a distinctive aesthetic that many find charming right away. the mood is relaxed but lively — cafés, outdoor terraces, and people enjoying the sun create an easygoing urban rhythm.  what surprised me most - architecture and streets: the tiled buildings and narrow alleys are photogenic and give lisbon strong character. - public transport feel: trams and funiculars add local flavor and make short trips feel memorable. - street life: outdoor cafés and small shops make the city feel lived-in and sociable almost immediately.  questions to consider before moving - can i handle the hilly terrain and cobblestones daily? - is the local job market or remote-work setup compatible with my career? - what are housing costs and availability in neighborhoods i like? - how important is proximity to beaches, nightlife, or quiet residential areas?  quick tips for a short visit that informs a move - spend time in multiple neighborhoods to compare vibes. - try local cafés and markets to get a feel for everyday life. - use public transport and walk the hills to test daily logistics. - check short-term rentals first to explore before committing.  close / call-to-action if lisbon charms you within minutes, it’s worth a longer visit to answer practical questions about work, housing, and daily life. curious which lisbon neighborhoods fit your style? comment what matters most to you — beaches, nightlife, cost, or calm — and use that to plan your next visit.",[],[],[]
https://www.tiktok.com/@cesca.dia/video/7636514805171490061,7636514805171490061,Here is a lil recap of what I did in Lisbon to connect with the African diaspora!  @Africanlisbontour  @AfroFlavors  @Afro Lisbon  Angola Dances Festival Going to be posting more on my Portugal trip! & check out my Portugal playlist! Follow & like to stay tuned :) #lisbon #solotraveler #portugal🇵🇹 #palops🇲🇿🇨🇻🇬🇼🇧🇷🇵🇹🇦🇴🇰🇳🇸🇹🇹🇱 #lisbonportugal ,2026-05-05 21:30:00+00:00,2617,267.0,2036,62,22200,145.0,"['lisbon', 'solotraveler', 'portugal🇵🇹', 'palops🇲🇿🇨🇻🇬🇼🇧🇷🇵🇹🇦🇴🇰🇳🇸🇹🇹🇱', 'lisbonportugal']",Francesca NYC Recs & Lifestyle,"Native New Yorker | Experience Architect 
🍲🍰🎨🖼️🎶♒️🇭🇹🇨🇳😗✌🏽
Food, Arts & Culture recommendations 
💌 artbybecoming@gmail.com
Everything you need ⬇️",12800,False,#lisbontravel,False,False,Art Bove,True,som original - SuperWave RetroHits,US,2026-07-21 10:37:18.055000+00:00,lisbon,here is a lil recap of what i did in lisbon to connect with the african diaspora!  @africanlisbontour  @afroflavors  @afro lisbon  angola dances festival going to be posting more on my portugal trip! & check out my portugal playlist! follow & like to stay tuned :) lisbon solotraveler portugal🇵🇹 palops🇲🇿🇨🇻🇬🇼🇧🇷🇵🇹🇦🇴🇰🇳🇸🇹🇹🇱 lisbonportugal,[],[],[]
https://www.tiktok.com/@babygirls.in.portugal/video/7657857706417556766,7657857706417556766,Ready for day 2! #shopping #lisbon #girlstrip ,2026-07-02 09:19:59+00:00,61,5.0,2,7,1321,8.0,"['shopping', 'lisbon', 'girlstrip']",Babygirls🇵🇹❤️,,93,False,#lisbontravel,False,False,noteliwood,True,original sound,US,2026-07-21 10:37:18.188000+00:00,lisbon,ready for day 2! shopping lisbon girlstrip,[],[],[]
https://www.tiktok.com/@nola.irl/video/7633612973767970079,7633612973767970079,"Replying to @S Lisbon Day 1 itinerary! ✨ #solotravel #blackgirltravel #lisbonportugal #travelvlog #thingstodoinlisbon 
First day in Lisbon: passport chaos, pastel de nata, Zara finds, spa recovery, paella dinner and rooftop bar—solo travel highlights. #solotravel #blackgirltravel #lisbonportugal
This is a concise account of a first solo day in Lisbon, with travel details preserved in original phrasing. The day began with a difficult passport line—everything they said about that passport line is true—so avoid it at all cost when possible. After that trauma, the hotel check-in followed and then it was all about exploring.

First stop: pastel de nata. The one tried was good but not the best of the trip. Next was Zara, visited because it was right on the corner; picked up some good things—don’t sleep on the European Zaras. Wandering the city highlighted the beautiful streets and views you see in front of you. Thirst led to a matcha from Daily Dose, which was alright.

A visit to a sardine store followed—never had a sardine before, but bought a couple of tins. Jewelry shopping included a stop at a shop labeled essay; picked up a couple of pieces, nothing crazy. Returned toward the hotel via a short tuk tuk ride—not a full tour—asking the driver to “tell me what you can on the way back,” which worked perfectly.

After a day of walking, shopping, and a brief tour, the best decision after 10 hours in economy was the hotel spa. A treatment, sauna, and an empty pool provided ideal recovery and relaxation. For dinner prep, tried on a dress and rejected it, then chose a set that was perfect for a night out, paired with wedges to walk to dinner.

Dinner at Besa Restaurante delivered bold flavor: a paella so good it had to be scraped clean, a sharp contrast to a previous bad paella in Barcelona. Ginger after the meal helped wake up for the night ahead.

Nightlife began with a visit to Machibombo (Machi Machibombo), attracted by a vintage photo booth. After photos and a drink, gelato led to an encounter: a stranger complimented the outfit and became company for the rest of the night. The group ended up at a cute rooftop bar with a great view, R&B music, and notably a crowd of people of colour—an affirming vibe for the evening.

Takeaway: the first day combined travel stress, casual shopping, local treats, a restorative spa, standout paella, and welcoming nightlife—an efficient solo start in Lisbon. Want a day two breakdown or specifics on the pastel de nata spot, Besa Restaurante menu, or rooftop bar location? Leave a question to guide the next itinerary post.",2026-04-28 01:17:15+00:00,6990,359.0,3767,128,87800,168.0,"['solotravel', 'blackgirltravel', 'lisbonportugal', 'travelvlog', 'thingstodoinlisbon']",Nola | Home 🏠 & Home Away ✈️,"home 🏠 & home away ✈️
just a girl building her dream life",547,False,#lisbontravel,False,False,Nola | Home 🏠 & Home Away ✈️,True,original sound,US,2026-07-21 10:37:18.313000+00:00,lisbon,"replying to @s lisbon day 1 itinerary! ✨ solotravel blackgirltravel lisbonportugal travelvlog thingstodoinlisbon  first day in lisbon: passport chaos, pastel de nata, zara finds, spa recovery, paella dinner and rooftop bar—solo travel highlights. solotravel blackgirltravel lisbonportugal this is a concise account of a first solo day in lisbon, with travel details preserved in original phrasing. the day began with a difficult passport line—everything they said about that passport line is true—so avoid it at all cost when possible. after that trauma, the hotel check-in followed and then it was all about exploring.  first stop: pastel de nata. the one tried was good but not the best of the trip. next was zara, visited because it was right on the corner; picked up some good things—don’t sleep on the european zaras. wandering the city highlighted the beautiful streets and views you see in front of you. thirst led to a matcha from daily dose, which was alright.  a visit to a sardine store followed—never had a sardine before, but bought a couple of tins. jewelry shopping included a stop at a shop labeled essay; picked up a couple of pieces, nothing crazy. returned toward the hotel via a short tuk tuk ride—not a full tour—asking the driver to “tell me what you can on the way back,” which worked perfectly.  after a day of walking, shopping, and a brief tour, the best decision after 10 hours in economy was the hotel spa. a treatment, sauna, and an empty pool provided ideal recovery and relaxation. for dinner prep, tried on a dress and rejected it, then chose a set that was perfect for a night out, paired with wedges to walk to dinner.  dinner at besa restaurante delivered bold flavor: a paella so good it had to be scraped clean, a sharp contrast to a previous bad paella in barcelona. ginger after the meal helped wake up for the night ahead.  nightlife began with a visit to machibombo (machi machibombo), attracted by a vintage photo booth. after photos and a drink, gelato led to an encounter: a stranger complimented the outfit and became company for the rest of the night. the group ended up at a cute rooftop bar with a great view, r&b music, and notably a crowd of people of colour—an affirming vibe for the evening.  takeaway: the first day combined travel stress, casual shopping, local treats, a restorative spa, standout paella, and welcoming nightlife—an efficient solo start in lisbon. want a day two breakdown or specifics on the pastel de nata spot, besa restaurante menu, or rooftop bar location? leave a question to guide the next itinerary post.","['Bessa Restaurante(seafood restaurant ))', 'Machimbombo', 'Tuk Tuk Lisbon Tours']","['restaurant', 'bar', 'tour_operator']","['adventure_activities', 'food_drink', 'nightlife']"
https://www.tiktok.com/@tyler.miche/video/7662906894444498189,7662906894444498189,"This & no Teams notifications 😮‍💨 Sightseeing day in Lisbon but first, breakfast (& pics😙) full vlogs/itinerary coming eventually lol stay tuned ✨ Also, digi pics on vacay just hit different! Still practicing with my new camera   #travel #traveltok #lisbonportugal ",2026-07-15 23:52:49+00:00,180,3.0,11,40,852,18.0,"['travel', 'traveltok', 'lisbonportugal']",Tyler Miche | Travel & Beauty,"B e a u t y
L i f e s t y l e
T r a v e l 
📍NYC🗽
💌 info.TylerMiche@gmail.com",13800,False,#lisbontravel,False,False,Tyler Miche | Travel & Beauty,True,original sound,US,2026-07-21 10:37:18.358000+00:00,lisbon,"this & no teams notifications 😮‍💨 sightseeing day in lisbon but first, breakfast (& pics😙) full vlogs/itinerary coming eventually lol stay tuned ✨ also, digi pics on vacay just hit different! still practicing with my new camera   travel traveltok lisbonportugal",[],[],[]
https://www.tiktok.com/@cheilanicki/video/7656497512328613142,7656497512328613142,"Even though I grew up here, and spent lots of time here, I keep coming back. There are so many incredible places to explore in mainland Portugal… and then there’s the little island of Madeira. 🇵🇹🌿 I’ve been lucky enough to experience both, and no matter how many times I visit, it never feels like enough. From dramatic coastlines and golden beaches to mountain villages, lush forests and incredible food, Portugal just keeps giving you reasons to come back. 💙 If you’re thinking of planning a trip, I’d definitely recommend checking out @luxury.escapes I’ve found some amazing accommodation deals through them, making it so much easier to experience more of Portugal for less. Use my code: CHEILANICKI06 for 10% OFF Trust me… one visit is never enough. ✨ AD #PortugalAlgarve #LuxuryEscapes #TravelPortugal #Madeira #TravelTok VisitPortugal | BucketListTravel |",2026-06-28 17:20:55+00:00,95,14.0,46,5,1624,59.0,"['portugalalgarve', 'luxuryescapes', 'travelportugal', 'madeira', 'traveltok']",Cheila Nicki | 🏝 Travel✈️,✟ | 🇦🇴🇬🇼| collab? >cheilanickitravels@gmail.com Travelling with no return ticket🏝🗺,10600,False,#lisbontravel,False,False,Cheila Nicki | 🏝 Travel✈️,True,original sound,GB,2026-07-21 10:37:18.471000+00:00,lisbon,"even though i grew up here, and spent lots of time here, i keep coming back. there are so many incredible places to explore in mainland portugal… and then there’s the little island of madeira. 🇵🇹🌿 i’ve been lucky enough to experience both, and no matter how many times i visit, it never feels like enough. from dramatic coastlines and golden beaches to mountain villages, lush forests and incredible food, portugal just keeps giving you reasons to come back. 💙 if you’re thinking of planning a trip, i’d definitely recommend checking out @luxury.escapes i’ve found some amazing accommodation deals through them, making it so much easier to experience more of portugal for less. use my code: cheilanicki06 for 10% off trust me… one visit is never enough. ✨ ad portugalalgarve luxuryescapes travelportugal madeira traveltok visitportugal | bucketlisttravel |",[],[],[]
https://www.tiktok.com/@cesca.dia/video/7639881097626520846,7639881097626520846,"Day 3 was defo my fav! Had an incredible time with @AfroFlavors, the flea market, Bar Alimentar & @Afro Lisbon ! Steal my itinerary for when you go and check out the rest of my Lisbon playlist :) #lisbon #portugal🇵🇹 #solotravel #traveltiktok #travelitinerary ",2026-05-14 22:40:45+00:00,1681,203.0,1076,38,13000,86.0,"['lisbon', 'portugal🇵🇹', 'solotravel', 'traveltiktok', 'travelitinerary']",Francesca NYC Recs & Lifestyle,"Native New Yorker | Experience Architect 
🍲🍰🎨🖼️🎶♒️🇭🇹🇨🇳😗✌🏽
Food, Arts & Culture recommendations 
💌 artbybecoming@gmail.com
Everything you need ⬇️",12800,False,#lisbontravel,False,False,Mirellavieira,False,Evening Aura,US,2026-07-21 10:37:18.531000+00:00,lisbon,"day 3 was defo my fav! had an incredible time with @afroflavors, the flea market, bar alimentar & @afro lisbon ! steal my itinerary for when you go and check out the rest of my lisbon playlist :) lisbon portugal🇵🇹 solotravel traveltiktok travelitinerary",['Bar Alimentar'],['restaurant'],['food_drink']
https://www.tiktok.com/@literallyhistoric/video/7634256105509571853,7634256105509571853,"Let me know if you have any questions. I talked a lot 😬 #lisbon #lisbontravel #portugal #traveltiktok #traveltok 
Discover Lisbon on a small group day trip with TripAdvisor. Get travel tips and insights for your Portugal adventure. Ask any questions! #lisbon #lisbontravel #portugal #traveltiktok #traveltok
Embark on a memorable small group day trip through Lisbon, organized by TripAdvisor, offering a unique way to explore the vibrant Portuguese capital. This curated experience promises an insightful journey into the heart of the city. If you're planning a visit or curious about what Lisbon has to offer, don't hesitate to ask any questions. 

Lisbon, the sun-kissed capital of Portugal, is a city brimming with history, culture, and breathtaking views. From its charming tiled facades to its lively Fado music scene, Lisbon captivates every visitor. A day trip, especially one facilitated by a platform like TripAdvisor, can be an excellent way to maximize your time and gain local perspectives. These tours often highlight key attractions and hidden gems, providing a comprehensive overview for travelers. Whether you're interested in historical landmarks, culinary delights, or simply soaking in the atmosphere, Lisbon caters to all. 

Portugal, as a whole, is a stunning destination, and Lisbon serves as a perfect gateway to its many wonders. The city's unique geography, perched on seven hills overlooking the Tagus River, offers spectacular vistas at every turn. Exploring with a small group can enhance the experience, allowing for more personal interaction with guides and fellow travelers. 

Feel free to share any questions you might have about Lisbon, traveling in Portugal, or specifically about day trips and tours. Your insights and experiences are valuable! #lisbon #lisbontravel #portugal #traveltiktok #traveltok",2026-04-29 18:52:57+00:00,1371,41.0,251,49,13300,489.0,"['lisbon', 'lisbontravel', 'portugal', 'traveltiktok', 'traveltok']",LiterallyHistoric,"Explaining TikTok Drama + 
Over 40 Beauty, Clothes & Boston Life
   💫 LiterallyHistoric@gmail.com💫",127800,False,#lisbontravel,False,False,LiterallyHistoric,True,original sound,US,2026-07-21 10:37:18.622000+00:00,lisbon,"let me know if you have any questions. i talked a lot 😬 lisbon lisbontravel portugal traveltiktok traveltok  discover lisbon on a small group day trip with tripadvisor. get travel tips and insights for your portugal adventure. ask any questions! lisbon lisbontravel portugal traveltiktok traveltok embark on a memorable small group day trip through lisbon, organized by tripadvisor, offering a unique way to explore the vibrant portuguese capital. this curated experience promises an insightful journey into the heart of the city. if you're planning a visit or curious about what lisbon has to offer, don't hesitate to ask any questions.   lisbon, the sun-kissed capital of portugal, is a city brimming with history, culture, and breathtaking views. from its charming tiled facades to its lively fado music scene, lisbon captivates every visitor. a day trip, especially one facilitated by a platform like tripadvisor, can be an excellent way to maximize your time and gain local perspectives. these tours often highlight key attractions and hidden gems, providing a comprehensive overview for travelers. whether you're interested in historical landmarks, culinary delights, or simply soaking in the atmosphere, lisbon caters to all.   portugal, as a whole, is a stunning destination, and lisbon serves as a perfect gateway to its many wonders. the city's unique geography, perched on seven hills overlooking the tagus river, offers spectacular vistas at every turn. exploring with a small group can enhance the experience, allowing for more personal interaction with guides and fellow travelers.   feel free to share any questions you might have about lisbon, traveling in portugal, or specifically about day trips and tours. your insights and experiences are valuable! lisbon lisbontravel portugal traveltiktok traveltok",[],[],[]
